content,score,thumbsUpCount,reviewCreatedVersion,appVersion,at,cleaned_content
ok,5,0,2.2.6,2.2.6,2019-03-31 07:34:47,ok
memudahkan untuk booking tiket bus rosin dan memilih class.,4,0,,Unknown,2019-03-30 23:22:12,mudah booking tiket bus rosin pilih class
terbantu dengan adaanya ticket online,5,0,2.2.6,2.2.6,2019-03-30 23:17:22,bantu adaanya ticket online
ok,5,0,2.2.7,2.2.7,2019-03-30 21:08:58,ok
"Agak dipermudah akses juga Pembayaranya,",5,0,2.2.6,2.2.6,2019-03-30 20:48:17,mudah akses pembayaranya
good,5,0,2.2.6,2.2.6,2019-03-30 19:09:04,good
"pertama coba, pakai metode pembayaran SAKUKU yg simple yg gak perlu pergi ke atm/merchant.. eh gataunya malah bermasalah, sampai telp call center Ros In nya pun dia gatau mtode pembayaran itu sampe besoknya ke PO smua kryawannya gak ada yang tau, gmna sih? padahal di mobile maupun web ada pembayaran itu.. Awalnya blang udah expaired, perlu cetak mutasilah di bank pdhal saat itu lg di luar kota. tp pas mau brngkat Akhirnya sih ke detect jg uangnya & dikmbalikan. smg lbh baik lg deh..",3,5,2.2.8,2.2.8,2019-03-30 19:03:48,coba pakai metode bayar saku simple tidak pergi atmmerchant eh gataunya masalah telp call center ros in gatau mtode bayar sampe besok po smua kryawannya tidak tau gmna sih mobile web bayar blang udah expaired cetak mutasi bank pdhal kota brngkat sih detect uang dikmbalikan smg lbh deh
ok,4,0,2.2.7,2.2.7,2019-03-30 18:54:45,ok
tinggal Lanjut ke pembayaran di klik klik terus gak bisa malah balik lagi ke menu awal... preet ah... ngeselin...,1,7,2.2.7,2.2.7,2019-03-30 14:22:47,tinggal bayar klik klik tidak menu preet ah ngeselin
Ok,5,0,2.2.7,2.2.7,2019-03-30 12:57:18,ok
susah regis nya,1,0,,Unknown,2019-03-30 05:24:02,susah regis
ok,5,0,2.2.7,2.2.7,2019-03-29 21:38:01,ok
Kecewa bgt sudah booking sudah dibayarkan.status masih menunggu pembayaran selang 3 jam kode booking gak bisa dilacak lgi. Uang raib,1,8,2.2.7,2.2.7,2019-03-29 21:05:52,kecewa banget booking dibayarkanstatus tunggu bayar selang jam kode booking tidak lacak lgi uang raib
bus yang sangat nyaman dan crow yg ramah,5,0,2.2.7,2.2.7,2019-03-29 20:35:21,bus nyaman crow ramah
"aplikasi ini memudahkan pemesanan tiket bus rosalia, tapi sayangnya belum bisa memilih tempat duduk. selain itu kalau bisa utk lokasi agen diberikan maps nya. mohon untuk bisa diperbaiki. terima kasih.",3,18,2.2.7,2.2.7,2019-03-29 15:31:57,aplikasi mudah mesan tiket bus rosalia sayang pilih duduk lokasi agen maps baik terima kasih
gak bisa pesan tiket,1,0,2.2.7,2.2.7,2019-03-29 14:31:06,tidak pesan tiket
"saya suka dengan aplikasi ini lebih praktis untuk beli tiket,berharap kedepanya lebih cangih lagi",4,0,2.2.7,2.2.7,2019-03-29 13:09:59,suka aplikasi praktis beli tiketberharap depa cangih
"aplikasinya gk bisa di pakai bwt booking, pas buka booking mesti muncul hrus di perbarui, padahal baru download, gmn ni admin?",1,7,2.2.7,2.2.7,2019-03-29 10:34:29,aplikasi tidak pakai bwt booking buka booking mesti muncul hrus baru download gmn ni admin
ok sangat membantu,5,0,2.2.7,2.2.7,2019-03-29 08:27:44,ok bantu
cakep,5,0,2.2.7,2.2.7,2019-03-29 07:58:47,cakep
"Aplikasi yang sangat mudah digunakan. tapi sayangnya, kita tidak bisa memilih kursi sendiri, karena sudah ditentukan dari pihak Roslin nya. Tolong dong disediakan pilihan untuk kursinya.",5,95,2.2.7,2.2.7,2019-03-29 07:18:26,aplikasi mudah sayang tidak pilih kursi tentu roslin tolong sedia pilih kursi
good,5,0,2.2.7,2.2.7,2019-03-28 23:15:29,good
ok,5,0,2.2.7,2.2.7,2019-03-28 22:15:10,ok
"baru download aplikasi,semoga lancar dan menjadi pelanggan yg baik",5,0,2.2.7,2.2.7,2019-03-28 20:36:50,download aplikasisemoga lancar langgan
pesan onlinene tiket selalu tidak tersedia di poris,2,0,2.2.6,2.2.6,2019-03-28 18:10:44,pesan onlinene tiket tidak sedia poris
top,5,0,2.2.7,2.2.7,2019-03-28 17:26:43,top
ok,5,0,2.2.7,2.2.7,2019-03-28 17:22:32,ok
"Bagus, Mudah dan dan sangat membantu",5,0,2.2.6,2.2.6,2019-03-25 08:23:27,bagus mudah bantu
Sangat membantu,5,0,2.2.6,2.2.6,2019-03-24 02:13:38,bantu
"Bagus aplikasinya, lebih cakep lagi kalau dilengkapi prakiraan waktu sampai tujuan, bisa pilih tempat duduk sesuai denah. Tambah mantab lagi, kalau armadanya juga di-upgrade apalagi untuk kelas patas.",5,2,,Unknown,2019-03-22 03:50:55,bagus aplikasi cakep lengkap prakira waktu tuju pilih duduk sesuai denah mantab armada diupgrade kelas patas
pool utama banyak tidak d legkapi CCTV barang ke tinggalan rawan lilang tanpa jejak,1,0,2.2.6,2.2.6,2019-03-19 15:02:58,pool utama tidak legkapi cctv barang tinggal rawan lilang jejak
udah di instal kok gak bisa di pakai ya...isinya tidak tersedia terus...,1,0,2.2.6,2.2.6,2019-03-17 16:43:22,udah instal tidak pakai yais tidak sedia
"Hapus loket yang ada di Pulo gebang, kalau penumpang disuruh menunggu lama seperti ini.. 2 jam lebih nunggu gak jelas",2,1,,Unknown,2019-03-17 15:38:44,hapus loket pulo gebang tumpang suruh tunggu jam nunggu tidak
ik,5,0,2.2.6,2.2.6,2019-03-14 23:42:46,ik
4 dulu ntar kl ok tak tambahin,4,0,,Unknown,2019-03-12 19:50:58,ntar kl ok tambahin
kok pesen tiket kok sudah abis ya,1,0,2.2.6,2.2.6,2019-03-11 17:21:28,sen tiket abis
yg lainnya lancar v kurangnya hanya di pemilihan kursi... knpa gk bsa milih kursi sendiri yah...,2,4,2.2.6,2.2.6,2019-03-08 07:16:28,lancar kurang pilih kursi knpa tidak bsa milih kursi yah
jos,5,0,2.2.6,2.2.6,2019-03-07 18:18:38,jos
Udah dijawab sama orang2 dibawah ga perlu saya jelasin,1,0,,Unknown,2019-03-06 16:11:20,udah bawah tidak jelasin
payah,1,0,2.2.6,2.2.6,2019-03-05 19:01:15,payah
"pelayanan agen sangat mengecewakan, di hubungi belum selesai bertanya telpon langsung di tutup 😂, mending ga usah nyantumin no. telp kalau sperti itu💩💩💩",1,1,2.2.6,2.2.6,2019-03-02 09:01:08,layan agen kecewa hubung selesai telpon tutup mending tidak nyantumin no telp sperti
ok,5,0,,Unknown,2019-02-25 16:11:02,ok
Kurang fitur untuk memilih kursi,3,0,,Unknown,2019-02-25 13:49:39,fitur pilih kursi
naik rosalia executive class harga mahal malah toilete gak bisa dipake mending pake kelas patas ae,1,0,,Unknown,2019-02-25 05:56:50,rosalia executive class harga mahal toilete tidak dipake mending pake kelas patas ae
gak jelas,2,0,2.2.6,2.2.6,2019-02-21 22:08:35,tidak
udah instal dua kali...gk bisa di pakai.jelek nih management developmentnya,1,0,2.2.6,2.2.6,2019-02-21 07:38:51,udah instal kaligk pakaijelek nih management developmentnya
sangatlah penting untuk diperhatikan dalam tiket,5,0,,Unknown,2019-02-19 15:40:18,perhati tiket
"seharusnya disediakan pilihan tempat tujuan berdasarkan pemberangkatan, sehingga tidak perlu cek 1/1 pemberhentian di setiap kota",2,4,2.2.6,2.2.6,2019-02-16 22:40:35,sedia pilih tuju dasar berangkat tidak cek henti kota
cari tiket gk tampil..malah suruh menghubungi agen terdekat..gimana ini aplikasi,1,0,2.2.6,2.2.6,2019-02-10 15:45:42,cari tiket tidak tampilmalah suruh hubung agen terdekatgimana aplikasi
ok,5,0,2.2.6,2.2.6,2019-02-10 10:45:20,ok
bagus,5,0,,Unknown,2019-02-08 13:00:54,bagus
ok,5,0,2.2.5,2.2.5,2019-02-06 18:29:25,ok
"kode verifikasi ga dapet,jumlah digit no hp aku kurang,",1,1,2.2.6,2.2.6,2019-02-05 21:41:54,kode verifikasi tidak dapetjumlah digit no hp
ga bs pesen tiket...,1,0,,Unknown,2019-02-01 14:10:30,tidak sen tiket
kenapa login nya muter2 trus padahal signal kuota OK semua,4,1,2.2.6,2.2.6,2019-02-01 11:40:30,login muter trus signal kuota ok
tes,3,0,,Unknown,2019-02-01 09:25:24,tes
"aplikasi apaan ini..... kaya tai,😠 kaga bisa dipake..... kaga bisa log in juga.....kampret lah👎🖕🖕🖕",1,0,2.2.6,2.2.6,2019-01-24 17:59:30,aplikasi kaya tai kaga dipake kaga log in jugakampret
"ini aplikasi apa sih? dipake untuk booking gak bisa, alasannya selalu tiket habis",1,5,2.2.6,2.2.6,2019-01-23 18:19:02,aplikasi sih dipake booking tidak alas tiket habis
salam santun.. aplikasinya bagus. terimakasih po rosalia indah. memberi dana konpensasi kecelakaan senilai 200rb. dengan total kerugian diatas 2jt yg ditanggung penumpang. semoga barokah bagi korban lainya dengan nilai 200rb. skali lg terimakasih.. semoga po rosalia indah semakin.???,1,8,2.2.6,2.2.6,2019-01-18 07:00:15,santun aplikasi bagus terimakasih po rosalia indah dana konpensasi celaka nila rb total rugi atas jt tanggung tumpang moga barokah korban lai nilai rb skali terimakasih moga po rosalia indah
mudah2an ada yg jam 5 sore dri kp rambutan,5,0,,Unknown,2019-01-18 00:32:31,mudah jam sore dri kp rambutan
nice..,5,0,2.2.6,2.2.6,2019-01-15 20:26:33,nice
"tolong diperbaiki lagi. saya pesan lewat aplikasi nomor kursi 1c 1d, pas cetak tiket dapat 1c sama 2d, pelyanannya kurang memuaskan lewat aplikasi",2,7,2.2.6,2.2.6,2019-01-08 15:45:43,tolong baik pesan aplikasi nomor kursi cetak tiket pelyanannya muas aplikasi
login kok bisa bisa ya...????,1,0,,Unknown,2019-01-06 10:03:30,login
"Sudah isi data tapi ga dapet kode verif, itu giman? mhon bantuannya,, BTK",2,0,2.2.6,2.2.6,2019-01-05 10:23:50,isi data tidak dapet kode verif gim mhon bantu btk
kalo gak download kalian nyesel,5,0,,Unknown,2019-01-03 14:58:31,tidak download nyesel
baru buat akun baru tapi belum dapat kode verifikasi. rekomended banget loh padahal po ini. mohon manajemen untuk segera menindaklanjuti. terima kasih.,2,3,2.2.6,2.2.6,2019-01-03 07:51:03,akun kode verifikasi rekomended banget loh po manajemen menindaklanjuti terima kasih
Menarik,4,0,2.2.6,2.2.6,2019-01-02 09:45:22,tarik
Untuk pembayaran melalui alfa dan indo susah.,1,0,2.2.6,2.2.6,2018-12-29 18:05:57,bayar alfa indo susah
percuma ada aplikasi klo ga bisa di pake,1,0,2.2.6,2.2.6,2018-12-29 05:11:28,aplikasi tidak pake
du,2,0,,Unknown,2018-12-28 22:30:36,du
"mantap,, baru di pake sekali langsung bisa berangkat,,, app nya sangat membantu,, terima kasih,,",5,0,1.1.1,1.1.1,2018-12-28 18:54:16,mantap pake berangkat aplikasi bantu terima kasih
"Sabar bosku,bukannya mau ngebela namanya juga ini belom lama rilis aplikasinya lu kira gampang bikin aplikasi kaya gini",5,0,,Unknown,2018-12-28 10:22:48,sabar boskubukannya ngebela nama bom rilis aplikasi lu gampang bikin aplikasi kaya gin
saya douwnload aplikasi ini kok gx bsa ya,3,0,,Unknown,2018-12-26 18:52:36,douwnload aplikasi gx bsa
"udah isi data,susah nggak dapet kode verifikasi.jadi belum bisa di pake.padahal aku butuh banget mau beli tiket buat keberangkatan tgl.29 sekeluarga ke jakarta.",1,61,2.2.6,2.2.6,2018-12-26 09:27:21,udah isi datasusah nggak dapet kode verifikasijadi pakepadahal butuh banget beli tiket berangkat tgl keluarga jakarta
baru mau bikin akun...udah dftr tapi kok gak ada kiriman email or sms utk kode verifikasi...gimana ini,1,4,2.2.6,2.2.6,2018-12-23 21:23:43,bikin akunudah dftr tidak kirim email or sms kode verifikasigimana
"min saya naik bis jurusan Wonosobo bitung tanggal 23 bualan desember 2018 nah saya naik bis tambahan min,jangan mentang mentang tambahan tapi ga bisa pake fasilitas yg ada cntoh buat ngecas tidak bisa pake kan itu perlu buat kabarin yg dirumah tindak lanjuti coba entr saya pindah haluan ini ke bis lain",1,3,2.2.5,2.2.5,2018-12-23 16:45:11,admin bis jurus wonosobo bitung tanggal bual desember bis tambah minjangan mentang mentang tambah tidak pake fasilitas cntoh ngecas tidak pake kabarin rumah tindak lanjut coba entr pindah haluan bis
login kok pake id... susah... ribet,1,0,2.2.6,2.2.6,2018-12-22 19:30:33,login pake id susah ribet
coba dulu,3,0,,Unknown,2018-12-21 22:34:37,coba
ga bisa pilih seat masa:( l,1,0,,Unknown,2018-12-20 20:42:57,tidak pilih seat
ok,5,0,,Unknown,2018-12-20 20:21:33,ok
aplikasi ga bisa dipake.. apa gunanya? buat cek ketersediaan tiket semua habis,1,3,2.2.6,2.2.6,2018-12-19 22:02:26,aplikasi tidak dipake guna cek sedia tiket habis
"Semoga kedepanya bisa melihat posisi bus di jalan dan ,bisa memilih tempat duduk",4,1,2.2.6,2.2.6,2018-12-19 02:52:42,moga depa posisi bus jalan pilih duduk
Jangan Bikin Aplikasi kalau tiket g bisa di boked via online... Penipuan namanya.... Dengarkan customer... Saya bisa 3x naik Rosin sebulan... Masa mau mesan tiket habis trus... Kocak lah namanya,2,2,2.1.2,2.1.2,2018-12-19 00:34:00,jangan bikin aplikasi tiket boked via online tipu nama dengar customer rosin bulan mesan tiket habis trus kocak nama
Rosalia indah mantep,5,0,,Unknown,2018-12-18 10:36:38,rosalia indah mantep
Cukup membantu mencari ticket dalam situasi sibuk,5,0,2.2.1,2.2.1,2018-12-16 22:00:32,bantu cari ticket situasi sibuk
Bus Rosalia Indah,5,0,,Unknown,2018-12-16 13:18:56,bus rosalia indah
Bnci,1,0,,Unknown,2018-12-15 20:02:35,bnci
Mantap,5,0,2.2.4,2.2.4,2018-12-15 16:47:39,mantap
Lumayan membantu.. Tetapi setelah update tdk bisa utk psan online.. No kursi tidak muncul.. Terpaksa kembali pake versi Web.,3,19,2.2.6,2.2.6,2018-12-15 06:14:37,lumayan bantu update tidak psan online no kursi tidak muncul paksa pake versi web
mohon di buat untuk pemilihan kursi nya... adar pemesan bisa memilih kursi,1,2,2.2.6,2.2.6,2018-12-13 23:57:00,pilih kursi adar mes pilih kursi
Mau masuk berteletele harus cantumin kode boking padahal baru mau masuk no boking dari mana,1,0,,Unknown,2018-12-13 19:45:25,berteletele cantumin kode boking no boking
"Ga bisa pilih kursi. Sebuah fasilitas yang sangat penting tapi ga bisa dipastikan.... Sampai di situ ga bisa, uninstall dah.",1,7,2.2.6,2.2.6,2018-12-13 19:16:37,tidak pilih kursi fasilitas tidak situ tidak uninstall dah
Aplikasi bagus....cuma ga bisa memilih seat yg diinginkan...sukses untuk Rosalia,3,7,2.2.6,2.2.6,2018-12-13 12:37:59,aplikasi baguscuma tidak pilih seat diinginkansukses rosalia
Mau beli tiket ga bisa trus gunanya aplikasi apaan??,1,6,2.2.6,2.2.6,2018-12-12 19:34:29,beli tiket tidak trus guna aplikasi
Akan saya tanbah kalau sudah bisa PILIH KURSI. Padahal ini vital banget lhoo..,1,1,,Unknown,2018-12-11 15:31:10,tanbah pilih kursi vital banget lhoo
Yaman,5,0,2.2.5,2.2.5,2018-12-11 14:59:38,yaman
Autobus yg upgrade perkembangan tehnologi,5,0,2.2.5,2.2.5,2018-12-11 12:58:15,autobus upgrade kembang tehnologi
"Saya suka aplikasi ini, Semoga kedepan semakin baik lagi. Untuk pesan tiketny, saya harap bisa pilih tmpat duduk sesuai keinginan pemesan, Sekaligus denah kursinya. Terimakasih",5,70,2.2.6,2.2.6,2018-12-10 19:18:40,suka aplikasi moga depan pesan tiketny harap pilih tmpat duduk sesuai mes denah kursi terimakasih
Ok,5,0,2.1.2,2.1.2,2018-12-10 18:20:19,ok
Pelayanan tiket lemot .berbasis internet,1,0,,Unknown,2018-12-10 12:46:56,layan tiket lot bas internet
Joss,5,0,2.2.4,2.2.4,2018-12-09 04:12:57,joss
"Sangat puas u/ pelayanannya top bgt deh,bulan depan inshaAllah kita jalan bareng.....",5,0,2.2.4,2.2.4,2018-12-07 23:10:08,puas layan top banget dehbulan inshaallah jalan bareng
Sangat membantu,5,0,2.2.4,2.2.4,2018-12-07 21:01:46,bantu
pelayanannya sangat bagus,5,0,2.2.4,2.2.4,2018-12-07 18:14:24,layan bagus
Admin nya bikin kecewa,1,0,,Unknown,2018-12-04 19:46:27,admin bikin kecewa
Aplikasi ini baru berjalan 60% aja...selebihnya masih banyak ke kurangan...untuk tampilan sudah bagus...tp kalo untuk bookig tiket bus saya masih ragu...paling kalo beli tiket bus rosin mending ke agen langsung.kalo aplikasi ini hanya ingin tau harga tiketnya saja..,3,2,,Unknown,2018-12-02 12:38:58,aplikasi jalan ajaselebihnya kuranganuntuk tampil bagustp bookig tiket bus ragupaling beli tiket bus rosin mending agen langsungkalo aplikasi tau harga tiket
Joss,5,0,,Unknown,2018-12-02 11:33:57,joss
"Kalo udah ada update bisa pilih kursi, bintange aku full kan.. Saran: akun medsos atau emailnya mohon lebih responsip. Admin cukup baik dan sopan..",2,2,2.2.4,2.2.4,2018-12-01 19:59:07,udah update pilih kursi bintange full saran akun medsos email responsip admin sopan
"Bener2 mengecewakan customer...klo ga bisa bikin pelayanan nyaman ga usah buka usaha jasa transportasi....istri saya mo ke purwokerto dari terminal serang,dijanjikan agen jam 2 berangkat,nyampe di terminal serang agen rosalianya bilang berangkat jam 4,eh udah dtg jam setengah 4 sampe jam setengah enam lum dtg juga armadanya....bener2 mengecewakan...bubar aja lah tuh po rosalia indah",1,4,2.2.1,2.2.1,2018-11-29 23:19:28,bener kecewa customerklo tidak bikin layan nyaman tidak buka usaha jasa transportasiistri mo purwokerto terminal serangdijanjikan agen jam berangkatnyampe terminal serang agen rosalianya bilang berangkat jam eh udah dtg jam sampe jam enam lum dtg armadanyabener mengecewakanbubar tuh po rosalia indah
"Bagus, hanya saja lebih baik lagi jika bisa memilih tempat duduk.",4,0,2.2.1,2.2.1,2018-11-27 06:22:30,bagus pilih duduk
Auk ah gelap,2,1,2.2.1,2.2.1,2018-11-26 02:40:07,auk ah gelap
Saya paling suka dalam perjalanan mudik dll sejak dulu kala. Bahkan pernah ada pramugari bus eh kalau bus bukan pramugari ya... Pemandu (wanita) dlm perjalanan,5,1,2.2.1,2.2.1,2018-11-23 18:02:22,suka jalan mudik dll pramugari bus eh bus bukan pramugari pandu wanita jalan
Mantap ...oke...satisfied,5,0,2.2.1,2.2.1,2018-11-22 09:39:05,mantap okesatisfied
Bis EXSEKUTIF RASA EKONOMI......!!!! MENDING NAIK HARYANTO SAMA HARGA 180 BIS BARU.TIDAK BERISIK SUARAMESIN.,1,2,2.2.1,2.2.1,2018-11-21 22:10:58,bis exsekutif ekonomi mending haryanto harga bis barutidak berisik suaramesin
"Seharusnya ada recent pesanan yang kita pesan d aplikasi ini. Seperti traveloka. Lebih mudah pesan langsing d agen klo gini mah. Ini menyulitkan. Bukan mempermudah. Tolong kritikannya d baca, masukannya banyak pasti dari orang2 pelanggan setia rosalia.",1,3,,Unknown,2018-11-17 15:13:06,recent pesan pesan aplikasi traveloka mudah pesan langsing agen gin mah sulit bukan mudah tolong kritik baca masuk langgan setia rosalia
Diperbaiki lagi,5,0,2.2.1,2.2.1,2018-11-15 11:35:05,baik
Gak ada rute sumtra barat nya,1,0,,Unknown,2018-11-11 23:50:56,tidak rute sumtra barat
"Sangat berguna , thanks rosalia indah",5,0,,Unknown,2018-11-06 00:49:31,guna thanks rosalia indah
pembayaran tiket sulit krn tidak pakai mobile banking,3,2,2.2.1,2.2.1,2018-11-05 19:34:25,bayar tiket sulit tidak pakai mobile banking
Ribet,2,0,,Unknown,2018-11-04 10:52:30,ribet
Semoga dpt membantu pembelian tiket bus,4,0,2.1.2,2.1.2,2018-10-31 13:02:32,moga dpt bantu beli tiket bus
"Saya beli via aplikasi pembayaran via visa tidak ada pemberitahuan tiket dan tidak ada notifikasi berhasil, tetapi ternyata kepotong saldo. Dan saya tidak dpt tiket",2,1,2.2.1,2.2.1,2018-10-29 19:29:42,beli via aplikasi bayar via visa tidak pemberitahuan tiket tidak notifikasi hasil potong saldo tidak dpt tiket
Baru jajal belum maksimal nih..bravo RI,3,0,,Unknown,2018-10-29 09:08:50,jajal maksimal nihbravo ri
Buat apa aplikasi kalo ujung2nya harus ke agen langsung? seharusnya aplikasi memudahkan customer untuk reservasi bukannya dibuat semakin bingung,1,14,2.2.1,2.2.1,2018-10-27 13:06:39,aplikasi ujung agen aplikasi mudah customer reservasi bingung
Mohon maaf kalo agen dari bandung dimana yah mohon bantuannya,5,1,2.2.1,2.2.1,2018-10-24 01:18:39,maaf agen bandung mana yah bantu
Aplikadi tidak bisa digunakan,1,3,2.2.1,2.2.1,2018-10-23 18:13:15,aplikadi tidak
Semoga layanan lebih baik dan baik lagi.. Blm pernah mengecewakan,4,0,2.2.1,2.2.1,2018-10-17 13:03:22,moga layan blm kecewa
Rosin memang excelent.,5,0,2.1.2,2.1.2,2018-10-14 12:25:51,rosin excelent
Kalo bisa ada situs yg buat cek harga armada sama tujuan donk biar enak mau pesen dan juga memilih armada sebelum pesan,4,13,2.2.1,2.2.1,2018-10-11 14:06:35,situs cek harga armada tuju donk biar sen pilih armada pesan
Gak ada yang tujuan ke cirebon,1,1,2.2.1,2.2.1,2018-10-10 16:15:34,tidak tuju cirebon
Saya suka banget sama aplikasi ini,5,0,,Unknown,2018-10-09 16:13:12,suka banget aplikasi
Bus nya telat 3 jam,2,0,2.2.1,2.2.1,2018-10-06 22:39:05,bus telat jam
Biodatanya panjang bener.. Males isinya biasa beli tiket pesawat online gak gini2 amat.. Sampe agen terdekat suruh isi! Mana saya tau agen terdekat di mana? tadinya mau cek harga.. Terus saya kira Nanti agen terdekat muncul/di tunjukan di mana saja di kota saya... Gak jadi pake lsg hapus.. Ribett...,2,22,2.2.1,2.2.1,2018-10-03 18:23:51,biodata bener males isi beli tiket pesawat online tidak gin sampe agen dekat suruh isi tau agen dekat cek harga agen dekat munculdi tunjuk kota tidak pake lsg hapus ribett
Mantap jiwa Rosalia... Gass keunn,5,6,2.2.1,2.2.1,2018-10-02 16:37:26,mantap jiwa rosalia gass keunn
"Sukses buat Rosalia Indah transport,,",5,0,2.1.2,2.1.2,2018-10-01 15:27:42,sukses rosalia indah transport
