content,score,thumbsUpCount,reviewCreatedVersion,at,cleaned_content,tokens,tokens_no_stopwords,tokens_stemmed,final_content,tokens_final,final_content_v2,sentiment
baru mau bikin akun...udah dftr tapi kok gak ada kiriman email or sms utk kode verifikasi...gimana ini,1,4,2.2.6,2018-12-23 21:23:43,baru mau bikin akunudah dftr tapi kok gak ada kiriman email or sms utk kode verifikasigimana ini,"['baru', 'mau', 'bikin', 'akunudah', 'dftr', 'tapi', 'kok', 'gak', 'ada', 'kiriman', 'email', 'or', 'sms', 'utk', 'kode', 'verifikasigimana', 'ini']","['bikin', 'akunudah', 'dftr', 'gak', 'kiriman', 'email', 'or', 'sms', 'utk', 'kode', 'verifikasigimana']","['bikin', 'akunudah', 'dftr', 'gak', 'kirim', 'email', 'or', 'sms', 'utk', 'kode', 'verifikasigimana']",bikin akunudah dftr gak kirim email or sms utk kode verifikasigimana,"['bikin', 'akunudah', 'dftr', 'kirim', 'email', 'or', 'sms', 'kode', 'verifikasigimana']",bikin akunudah dftr kirim email or sms kode verifikasigimana,Negatif
"min saya naik bis jurusan Wonosobo bitung tanggal 23 bualan desember 2018 nah saya naik bis tambahan min,jangan mentang mentang tambahan tapi ga bisa pake fasilitas yg ada cntoh buat ngecas tidak bisa pake kan itu perlu buat kabarin yg dirumah tindak lanjuti coba entr saya pindah haluan ini ke bis lain",1,3,2.2.5,2018-12-23 16:45:11,min saya naik bis jurusan wonosobo bitung tanggal bualan desember nah saya naik bis tambahan minjangan mentang mentang tambahan tapi ga bisa pake fasilitas yg ada cntoh buat ngecas tidak bisa pake kan itu perlu buat kabarin yg dirumah tindak lanjuti coba entr saya pindah haluan ini ke bis lain,"['min', 'saya', 'naik', 'bis', 'jurusan', 'wonosobo', 'bitung', 'tanggal', 'bualan', 'desember', 'nah', 'saya', 'naik', 'bis', 'tambahan', 'minjangan', 'mentang', 'mentang', 'tambahan', 'tapi', 'ga', 'bisa', 'pake', 'fasilitas', 'yg', 'ada', 'cntoh', 'buat', 'ngecas', 'tidak', 'bisa', 'pake', 'kan', 'itu', 'perlu', 'buat', 'kabarin', 'yg', 'dirumah', 'tindak', 'lanjuti', 'coba', 'entr', 'saya', 'pindah', 'haluan', 'ini', 'ke', 'bis', 'lain']","['min', 'bis', 'jurusan', 'wonosobo', 'bitung', 'tanggal', 'bualan', 'desember', 'bis', 'tambahan', 'minjangan', 'mentang', 'mentang', 'tambahan', 'ga', 'pake', 'fasilitas', 'yg', 'cntoh', 'ngecas', 'pake', 'kabarin', 'yg', 'dirumah', 'tindak', 'lanjuti', 'coba', 'entr', 'pindah', 'haluan', 'bis']","['min', 'bis', 'jurus', 'wonosobo', 'bitung', 'tanggal', 'bual', 'desember', 'bis', 'tambah', 'minjangan', 'mentang', 'mentang', 'tambah', 'ga', 'pake', 'fasilitas', 'yg', 'cntoh', 'ngecas', 'pake', 'kabarin', 'yg', 'rumah', 'tindak', 'lanjut', 'coba', 'entr', 'pindah', 'haluan', 'bis']",min bis jurus wonosobo bitung tanggal bual desember bis tambah minjangan mentang mentang tambah ga pake fasilitas yg cntoh ngecas pake kabarin yg rumah tindak lanjut coba entr pindah haluan bis,"['bis', 'jurus', 'wonosobo', 'bitung', 'tanggal', 'bual', 'desember', 'bis', 'minjangan', 'mentang', 'mentang', 'pake', 'fasilitas', 'cntoh', 'ngecas', 'pake', 'kabarin', 'rumah', 'tindak', 'entr', 'pindah', 'haluan', 'bis']",bis jurus wonosobo bitung tanggal bual desember bis minjangan mentang mentang pake fasilitas cntoh ngecas pake kabarin rumah tindak entr pindah haluan bis,Negatif
login kok pake id... susah... ribet,1,0,2.2.6,2018-12-22 19:30:33,login kok pake id susah ribet,"['login', 'kok', 'pake', 'id', 'susah', 'ribet']","['login', 'pake', 'id', 'susah', 'ribet']","['login', 'pake', 'id', 'susah', 'ribet']",login pake id susah ribet,"['login', 'pake', 'id', 'susah', 'ribet']",login pake id susah ribet,Negatif
coba dulu,3,0,,2018-12-21 22:34:37,coba dulu,"['coba', 'dulu']",['coba'],['coba'],coba,[],,Netral
ga bisa pilih seat masa:( l,1,0,,2018-12-20 20:42:57,ga bisa pilih seat masa l,"['ga', 'bisa', 'pilih', 'seat', 'masa', 'l']","['ga', 'pilih', 'seat']","['ga', 'pilih', 'seat']",ga pilih seat,"['pilih', 'seat']",pilih seat,Negatif
ok,5,0,,2018-12-20 20:21:33,ok,['ok'],['ok'],['ok'],ok,[],,Positif
aplikasi ga bisa dipake.. apa gunanya? buat cek ketersediaan tiket semua habis,1,3,2.2.6,2018-12-19 22:02:26,aplikasi ga bisa dipake apa gunanya buat cek ketersediaan tiket semua habis,"['aplikasi', 'ga', 'bisa', 'dipake', 'apa', 'gunanya', 'buat', 'cek', 'ketersediaan', 'tiket', 'semua', 'habis']","['aplikasi', 'ga', 'dipake', 'gunanya', 'cek', 'ketersediaan', 'tiket', 'habis']","['aplikasi', 'ga', 'dipake', 'guna', 'cek', 'sedia', 'tiket', 'habis']",aplikasi ga dipake guna cek sedia tiket habis,"['aplikasi', 'dipake', 'cek', 'sedia', 'tiket', 'habis']",aplikasi dipake cek sedia tiket habis,Negatif
"Semoga kedepanya bisa melihat posisi bus di jalan dan ,bisa memilih tempat duduk",4,1,2.2.6,2018-12-19 02:52:42,semoga kedepanya bisa melihat posisi bus di jalan dan bisa memilih tempat duduk,"['semoga', 'kedepanya', 'bisa', 'melihat', 'posisi', 'bus', 'di', 'jalan', 'dan', 'bisa', 'memilih', 'tempat', 'duduk']","['semoga', 'kedepanya', 'posisi', 'bus', 'jalan', 'memilih', 'duduk']","['moga', 'depa', 'posisi', 'bus', 'jalan', 'pilih', 'duduk']",moga depa posisi bus jalan pilih duduk,"['moga', 'depa', 'posisi', 'bus', 'jalan', 'pilih', 'duduk']",moga depa posisi bus jalan pilih duduk,Positif
Jangan Bikin Aplikasi kalau tiket g bisa di boked via online... Penipuan namanya.... Dengarkan customer... Saya bisa 3x naik Rosin sebulan... Masa mau mesan tiket habis trus... Kocak lah namanya,2,2,2.1.2,2018-12-19 00:34:00,jangan bikin aplikasi kalau tiket g bisa di boked via online penipuan namanya dengarkan customer saya bisa x naik rosin sebulan masa mau mesan tiket habis trus kocak lah namanya,"['jangan', 'bikin', 'aplikasi', 'kalau', 'tiket', 'g', 'bisa', 'di', 'boked', 'via', 'online', 'penipuan', 'namanya', 'dengarkan', 'customer', 'saya', 'bisa', 'x', 'naik', 'rosin', 'sebulan', 'masa', 'mau', 'mesan', 'tiket', 'habis', 'trus', 'kocak', 'lah', 'namanya']","['bikin', 'aplikasi', 'tiket', 'boked', 'via', 'online', 'penipuan', 'namanya', 'dengarkan', 'customer', 'rosin', 'sebulan', 'mesan', 'tiket', 'habis', 'trus', 'kocak', 'namanya']","['bikin', 'aplikasi', 'tiket', 'boked', 'via', 'online', 'tipu', 'nama', 'dengar', 'customer', 'rosin', 'bulan', 'mesan', 'tiket', 'habis', 'trus', 'kocak', 'nama']",bikin aplikasi tiket boked via online tipu nama dengar customer rosin bulan mesan tiket habis trus kocak nama,"['bikin', 'aplikasi', 'tiket', 'boked', 'via', 'online', 'tipu', 'nama', 'dengar', 'customer', 'rosin', 'mesan', 'tiket', 'habis', 'trus', 'kocak', 'nama']",bikin aplikasi tiket boked via online tipu nama dengar customer rosin mesan tiket habis trus kocak nama,Negatif
Rosalia indah mantep,5,0,,2018-12-18 10:36:38,rosalia indah mantep,"['rosalia', 'indah', 'mantep']","['rosalia', 'indah', 'mantep']","['rosalia', 'indah', 'mantep']",rosalia indah mantep,"['rosalia', 'indah', 'mantep']",rosalia indah mantep,Positif
Cukup membantu mencari ticket dalam situasi sibuk,5,0,2.2.1,2018-12-16 22:00:32,cukup membantu mencari ticket dalam situasi sibuk,"['cukup', 'membantu', 'mencari', 'ticket', 'dalam', 'situasi', 'sibuk']","['membantu', 'mencari', 'ticket', 'situasi', 'sibuk']","['bantu', 'cari', 'ticket', 'situasi', 'sibuk']",bantu cari ticket situasi sibuk,"['bantu', 'cari', 'ticket', 'situasi', 'sibuk']",bantu cari ticket situasi sibuk,Positif
Bus Rosalia Indah,5,0,,2018-12-16 13:18:56,bus rosalia indah,"['bus', 'rosalia', 'indah']","['bus', 'rosalia', 'indah']","['bus', 'rosalia', 'indah']",bus rosalia indah,"['bus', 'rosalia', 'indah']",bus rosalia indah,Positif
Bnci,1,0,,2018-12-15 20:02:35,bnci,['bnci'],['bnci'],['bnci'],bnci,['bnci'],bnci,Negatif
Mantap,5,0,2.2.4,2018-12-15 16:47:39,mantap,['mantap'],['mantap'],['mantap'],mantap,['mantap'],mantap,Positif
Lumayan membantu.. Tetapi setelah update tdk bisa utk psan online.. No kursi tidak muncul.. Terpaksa kembali pake versi Web.,3,19,2.2.6,2018-12-15 06:14:37,lumayan membantu tetapi setelah update tdk bisa utk psan online no kursi tidak muncul terpaksa kembali pake versi web,"['lumayan', 'membantu', 'tetapi', 'setelah', 'update', 'tdk', 'bisa', 'utk', 'psan', 'online', 'no', 'kursi', 'tidak', 'muncul', 'terpaksa', 'kembali', 'pake', 'versi', 'web']","['lumayan', 'membantu', 'update', 'tdk', 'utk', 'psan', 'online', 'no', 'kursi', 'muncul', 'terpaksa', 'pake', 'versi', 'web']","['lumayan', 'bantu', 'update', 'tdk', 'utk', 'psan', 'online', 'no', 'kursi', 'muncul', 'paksa', 'pake', 'versi', 'web']",lumayan bantu update tdk utk psan online no kursi muncul paksa pake versi web,"['lumayan', 'bantu', 'update', 'psan', 'online', 'no', 'kursi', 'muncul', 'paksa', 'pake', 'versi', 'web']",lumayan bantu update psan online no kursi muncul paksa pake versi web,Netral
mohon di buat untuk pemilihan kursi nya... adar pemesan bisa memilih kursi,1,2,2.2.6,2018-12-13 23:57:00,mohon di buat untuk pemilihan kursi nya adar pemesan bisa memilih kursi,"['mohon', 'di', 'buat', 'untuk', 'pemilihan', 'kursi', 'nya', 'adar', 'pemesan', 'bisa', 'memilih', 'kursi']","['pemilihan', 'kursi', 'adar', 'pemesan', 'memilih', 'kursi']","['pilih', 'kursi', 'adar', 'mes', 'pilih', 'kursi']",pilih kursi adar mes pilih kursi,"['pilih', 'kursi', 'adar', 'mes', 'pilih', 'kursi']",pilih kursi adar mes pilih kursi,Negatif
Mau masuk berteletele harus cantumin kode boking padahal baru mau masuk no boking dari mana,1,0,,2018-12-13 19:45:25,mau masuk berteletele harus cantumin kode boking padahal baru mau masuk no boking dari mana,"['mau', 'masuk', 'berteletele', 'harus', 'cantumin', 'kode', 'boking', 'padahal', 'baru', 'mau', 'masuk', 'no', 'boking', 'dari', 'mana']","['berteletele', 'cantumin', 'kode', 'boking', 'no', 'boking']","['berteletele', 'cantumin', 'kode', 'boking', 'no', 'boking']",berteletele cantumin kode boking no boking,"['berteletele', 'cantumin', 'kode', 'boking', 'no', 'boking']",berteletele cantumin kode boking no boking,Negatif
"Ga bisa pilih kursi. Sebuah fasilitas yang sangat penting tapi ga bisa dipastikan.... Sampai di situ ga bisa, uninstall dah.",1,7,2.2.6,2018-12-13 19:16:37,ga bisa pilih kursi sebuah fasilitas yang sangat penting tapi ga bisa dipastikan sampai di situ ga bisa uninstall dah,"['ga', 'bisa', 'pilih', 'kursi', 'sebuah', 'fasilitas', 'yang', 'sangat', 'penting', 'tapi', 'ga', 'bisa', 'dipastikan', 'sampai', 'di', 'situ', 'ga', 'bisa', 'uninstall', 'dah']","['ga', 'pilih', 'kursi', 'fasilitas', 'ga', 'situ', 'ga', 'uninstall', 'dah']","['ga', 'pilih', 'kursi', 'fasilitas', 'ga', 'situ', 'ga', 'uninstall', 'dah']",ga pilih kursi fasilitas ga situ ga uninstall dah,"['pilih', 'kursi', 'fasilitas', 'situ', 'uninstall', 'dah']",pilih kursi fasilitas situ uninstall dah,Negatif
Aplikasi bagus....cuma ga bisa memilih seat yg diinginkan...sukses untuk Rosalia,3,7,2.2.6,2018-12-13 12:37:59,aplikasi baguscuma ga bisa memilih seat yg diinginkansukses untuk rosalia,"['aplikasi', 'baguscuma', 'ga', 'bisa', 'memilih', 'seat', 'yg', 'diinginkansukses', 'untuk', 'rosalia']","['aplikasi', 'baguscuma', 'ga', 'memilih', 'seat', 'yg', 'diinginkansukses', 'rosalia']","['aplikasi', 'baguscuma', 'ga', 'pilih', 'seat', 'yg', 'diinginkansukses', 'rosalia']",aplikasi baguscuma ga pilih seat yg diinginkansukses rosalia,"['aplikasi', 'baguscuma', 'pilih', 'seat', 'diinginkansukses', 'rosalia']",aplikasi baguscuma pilih seat diinginkansukses rosalia,Netral
Mau beli tiket ga bisa trus gunanya aplikasi apaan??,1,6,2.2.6,2018-12-12 19:34:29,mau beli tiket ga bisa trus gunanya aplikasi apaan,"['mau', 'beli', 'tiket', 'ga', 'bisa', 'trus', 'gunanya', 'aplikasi', 'apaan']","['beli', 'tiket', 'ga', 'trus', 'gunanya', 'aplikasi']","['beli', 'tiket', 'ga', 'trus', 'guna', 'aplikasi']",beli tiket ga trus guna aplikasi,"['beli', 'tiket', 'trus', 'aplikasi']",beli tiket trus aplikasi,Negatif
Akan saya tanbah kalau sudah bisa PILIH KURSI. Padahal ini vital banget lhoo..,1,1,,2018-12-11 15:31:10,akan saya tanbah kalau sudah bisa pilih kursi padahal ini vital banget lhoo,"['akan', 'saya', 'tanbah', 'kalau', 'sudah', 'bisa', 'pilih', 'kursi', 'padahal', 'ini', 'vital', 'banget', 'lhoo']","['tanbah', 'pilih', 'kursi', 'vital', 'banget', 'lhoo']","['tanbah', 'pilih', 'kursi', 'vital', 'banget', 'lhoo']",tanbah pilih kursi vital banget lhoo,"['tanbah', 'pilih', 'kursi', 'vital', 'lhoo']",tanbah pilih kursi vital lhoo,Negatif
Yaman,5,0,2.2.5,2018-12-11 14:59:38,yaman,['yaman'],['yaman'],['yaman'],yaman,['yaman'],yaman,Positif
Autobus yg upgrade perkembangan tehnologi,5,0,2.2.5,2018-12-11 12:58:15,autobus yg upgrade perkembangan tehnologi,"['autobus', 'yg', 'upgrade', 'perkembangan', 'tehnologi']","['autobus', 'yg', 'upgrade', 'perkembangan', 'tehnologi']","['autobus', 'yg', 'upgrade', 'kembang', 'tehnologi']",autobus yg upgrade kembang tehnologi,"['autobus', 'upgrade', 'kembang', 'tehnologi']",autobus upgrade kembang tehnologi,Positif
"Saya suka aplikasi ini, Semoga kedepan semakin baik lagi. Untuk pesan tiketny, saya harap bisa pilih tmpat duduk sesuai keinginan pemesan, Sekaligus denah kursinya. Terimakasih",5,70,2.2.6,2018-12-10 19:18:40,saya suka aplikasi ini semoga kedepan semakin baik lagi untuk pesan tiketny saya harap bisa pilih tmpat duduk sesuai keinginan pemesan sekaligus denah kursinya terimakasih,"['saya', 'suka', 'aplikasi', 'ini', 'semoga', 'kedepan', 'semakin', 'baik', 'lagi', 'untuk', 'pesan', 'tiketny', 'saya', 'harap', 'bisa', 'pilih', 'tmpat', 'duduk', 'sesuai', 'keinginan', 'pemesan', 'sekaligus', 'denah', 'kursinya', 'terimakasih']","['suka', 'aplikasi', 'semoga', 'kedepan', 'pesan', 'tiketny', 'harap', 'pilih', 'tmpat', 'duduk', 'sesuai', 'pemesan', 'denah', 'kursinya', 'terimakasih']","['suka', 'aplikasi', 'moga', 'depan', 'pesan', 'tiketny', 'harap', 'pilih', 'tmpat', 'duduk', 'sesuai', 'mes', 'denah', 'kursi', 'terimakasih']",suka aplikasi moga depan pesan tiketny harap pilih tmpat duduk sesuai mes denah kursi terimakasih,"['suka', 'aplikasi', 'moga', 'pesan', 'tiketny', 'harap', 'pilih', 'tmpat', 'duduk', 'sesuai', 'mes', 'denah', 'kursi', 'terimakasih']",suka aplikasi moga pesan tiketny harap pilih tmpat duduk sesuai mes denah kursi terimakasih,Positif
Ok,5,0,2.1.2,2018-12-10 18:20:19,ok,['ok'],['ok'],['ok'],ok,[],,Positif
Pelayanan tiket lemot .berbasis internet,1,0,,2018-12-10 12:46:56,pelayanan tiket lemot berbasis internet,"['pelayanan', 'tiket', 'lemot', 'berbasis', 'internet']","['pelayanan', 'tiket', 'lemot', 'berbasis', 'internet']","['layan', 'tiket', 'lot', 'bas', 'internet']",layan tiket lot bas internet,"['layan', 'tiket', 'lot', 'bas', 'internet']",layan tiket lot bas internet,Negatif
Joss,5,0,2.2.4,2018-12-09 04:12:57,joss,['joss'],['joss'],['joss'],joss,['joss'],joss,Positif
"Sangat puas u/ pelayanannya top bgt deh,bulan depan inshaAllah kita jalan bareng.....",5,0,2.2.4,2018-12-07 23:10:08,sangat puas u pelayanannya top bgt dehbulan depan inshaallah kita jalan bareng,"['sangat', 'puas', 'u', 'pelayanannya', 'top', 'bgt', 'dehbulan', 'depan', 'inshaallah', 'kita', 'jalan', 'bareng']","['puas', 'pelayanannya', 'top', 'bgt', 'dehbulan', 'inshaallah', 'jalan', 'bareng']","['puas', 'layan', 'top', 'bgt', 'dehbulan', 'inshaallah', 'jalan', 'bareng']",puas layan top bgt dehbulan inshaallah jalan bareng,"['puas', 'layan', 'top', 'dehbulan', 'inshaallah', 'jalan', 'bareng']",puas layan top dehbulan inshaallah jalan bareng,Positif
Sangat membantu,5,0,2.2.4,2018-12-07 21:01:46,sangat membantu,"['sangat', 'membantu']",['membantu'],['bantu'],bantu,['bantu'],bantu,Positif
pelayanannya sangat bagus,5,0,2.2.4,2018-12-07 18:14:24,pelayanannya sangat bagus,"['pelayanannya', 'sangat', 'bagus']","['pelayanannya', 'bagus']","['layan', 'bagus']",layan bagus,"['layan', 'bagus']",layan bagus,Positif
Admin nya bikin kecewa,1,0,,2018-12-04 19:46:27,admin nya bikin kecewa,"['admin', 'nya', 'bikin', 'kecewa']","['admin', 'bikin', 'kecewa']","['admin', 'bikin', 'kecewa']",admin bikin kecewa,"['admin', 'bikin', 'kecewa']",admin bikin kecewa,Negatif
Aplikasi ini baru berjalan 60% aja...selebihnya masih banyak ke kurangan...untuk tampilan sudah bagus...tp kalo untuk bookig tiket bus saya masih ragu...paling kalo beli tiket bus rosin mending ke agen langsung.kalo aplikasi ini hanya ingin tau harga tiketnya saja..,3,2,,2018-12-02 12:38:58,aplikasi ini baru berjalan ajaselebihnya masih banyak ke kuranganuntuk tampilan sudah bagustp kalo untuk bookig tiket bus saya masih ragupaling kalo beli tiket bus rosin mending ke agen langsungkalo aplikasi ini hanya ingin tau harga tiketnya saja,"['aplikasi', 'ini', 'baru', 'berjalan', 'ajaselebihnya', 'masih', 'banyak', 'ke', 'kuranganuntuk', 'tampilan', 'sudah', 'bagustp', 'kalo', 'untuk', 'bookig', 'tiket', 'bus', 'saya', 'masih', 'ragupaling', 'kalo', 'beli', 'tiket', 'bus', 'rosin', 'mending', 'ke', 'agen', 'langsungkalo', 'aplikasi', 'ini', 'hanya', 'ingin', 'tau', 'harga', 'tiketnya', 'saja']","['aplikasi', 'berjalan', 'ajaselebihnya', 'kuranganuntuk', 'tampilan', 'bagustp', 'kalo', 'bookig', 'tiket', 'bus', 'ragupaling', 'kalo', 'beli', 'tiket', 'bus', 'rosin', 'mending', 'agen', 'langsungkalo', 'aplikasi', 'tau', 'harga', 'tiketnya']","['aplikasi', 'jalan', 'ajaselebihnya', 'kuranganuntuk', 'tampil', 'bagustp', 'kalo', 'bookig', 'tiket', 'bus', 'ragupaling', 'kalo', 'beli', 'tiket', 'bus', 'rosin', 'mending', 'agen', 'langsungkalo', 'aplikasi', 'tau', 'harga', 'tiket']",aplikasi jalan ajaselebihnya kuranganuntuk tampil bagustp kalo bookig tiket bus ragupaling kalo beli tiket bus rosin mending agen langsungkalo aplikasi tau harga tiket,"['aplikasi', 'jalan', 'ajaselebihnya', 'kuranganuntuk', 'tampil', 'bagustp', 'bookig', 'tiket', 'bus', 'ragupaling', 'beli', 'tiket', 'bus', 'rosin', 'mending', 'agen', 'langsungkalo', 'aplikasi', 'tau', 'harga', 'tiket']",aplikasi jalan ajaselebihnya kuranganuntuk tampil bagustp bookig tiket bus ragupaling beli tiket bus rosin mending agen langsungkalo aplikasi tau harga tiket,Netral
Joss,5,0,,2018-12-02 11:33:57,joss,['joss'],['joss'],['joss'],joss,['joss'],joss,Positif
"Kalo udah ada update bisa pilih kursi, bintange aku full kan.. Saran: akun medsos atau emailnya mohon lebih responsip. Admin cukup baik dan sopan..",2,2,2.2.4,2018-12-01 19:59:07,kalo udah ada update bisa pilih kursi bintange aku full kan saran akun medsos atau emailnya mohon lebih responsip admin cukup baik dan sopan,"['kalo', 'udah', 'ada', 'update', 'bisa', 'pilih', 'kursi', 'bintange', 'aku', 'full', 'kan', 'saran', 'akun', 'medsos', 'atau', 'emailnya', 'mohon', 'lebih', 'responsip', 'admin', 'cukup', 'baik', 'dan', 'sopan']","['kalo', 'udah', 'update', 'pilih', 'kursi', 'bintange', 'full', 'saran', 'akun', 'medsos', 'emailnya', 'responsip', 'admin', 'sopan']","['kalo', 'udah', 'update', 'pilih', 'kursi', 'bintange', 'full', 'saran', 'akun', 'medsos', 'email', 'responsip', 'admin', 'sopan']",kalo udah update pilih kursi bintange full saran akun medsos email responsip admin sopan,"['update', 'pilih', 'kursi', 'bintange', 'full', 'saran', 'akun', 'medsos', 'email', 'responsip', 'admin', 'sopan']",update pilih kursi bintange full saran akun medsos email responsip admin sopan,Negatif
"Bener2 mengecewakan customer...klo ga bisa bikin pelayanan nyaman ga usah buka usaha jasa transportasi....istri saya mo ke purwokerto dari terminal serang,dijanjikan agen jam 2 berangkat,nyampe di terminal serang agen rosalianya bilang berangkat jam 4,eh udah dtg jam setengah 4 sampe jam setengah enam lum dtg juga armadanya....bener2 mengecewakan...bubar aja lah tuh po rosalia indah",1,4,2.2.1,2018-11-29 23:19:28,bener mengecewakan customerklo ga bisa bikin pelayanan nyaman ga usah buka usaha jasa transportasiistri saya mo ke purwokerto dari terminal serangdijanjikan agen jam berangkatnyampe di terminal serang agen rosalianya bilang berangkat jam eh udah dtg jam setengah sampe jam setengah enam lum dtg juga armadanyabener mengecewakanbubar aja lah tuh po rosalia indah,"['bener', 'mengecewakan', 'customerklo', 'ga', 'bisa', 'bikin', 'pelayanan', 'nyaman', 'ga', 'usah', 'buka', 'usaha', 'jasa', 'transportasiistri', 'saya', 'mo', 'ke', 'purwokerto', 'dari', 'terminal', 'serangdijanjikan', 'agen', 'jam', 'berangkatnyampe', 'di', 'terminal', 'serang', 'agen', 'rosalianya', 'bilang', 'berangkat', 'jam', 'eh', 'udah', 'dtg', 'jam', 'setengah', 'sampe', 'jam', 'setengah', 'enam', 'lum', 'dtg', 'juga', 'armadanyabener', 'mengecewakanbubar', 'aja', 'lah', 'tuh', 'po', 'rosalia', 'indah']","['bener', 'mengecewakan', 'customerklo', 'ga', 'bikin', 'pelayanan', 'nyaman', 'ga', 'buka', 'usaha', 'jasa', 'transportasiistri', 'mo', 'purwokerto', 'terminal', 'serangdijanjikan', 'agen', 'jam', 'berangkatnyampe', 'terminal', 'serang', 'agen', 'rosalianya', 'bilang', 'berangkat', 'jam', 'eh', 'udah', 'dtg', 'jam', 'sampe', 'jam', 'enam', 'lum', 'dtg', 'armadanyabener', 'mengecewakanbubar', 'aja', 'tuh', 'po', 'rosalia', 'indah']","['bener', 'kecewa', 'customerklo', 'ga', 'bikin', 'layan', 'nyaman', 'ga', 'buka', 'usaha', 'jasa', 'transportasiistri', 'mo', 'purwokerto', 'terminal', 'serangdijanjikan', 'agen', 'jam', 'berangkatnyampe', 'terminal', 'serang', 'agen', 'rosalianya', 'bilang', 'berangkat', 'jam', 'eh', 'udah', 'dtg', 'jam', 'sampe', 'jam', 'enam', 'lum', 'dtg', 'armadanyabener', 'mengecewakanbubar', 'aja', 'tuh', 'po', 'rosalia', 'indah']",bener kecewa customerklo ga bikin layan nyaman ga buka usaha jasa transportasiistri mo purwokerto terminal serangdijanjikan agen jam berangkatnyampe terminal serang agen rosalianya bilang berangkat jam eh udah dtg jam sampe jam enam lum dtg armadanyabener mengecewakanbubar aja tuh po rosalia indah,"['bener', 'kecewa', 'customerklo', 'bikin', 'layan', 'nyaman', 'buka', 'usaha', 'jasa', 'transportasiistri', 'mo', 'purwokerto', 'terminal', 'serangdijanjikan', 'agen', 'jam', 'berangkatnyampe', 'terminal', 'serang', 'agen', 'rosalianya', 'bilang', 'berangkat', 'jam', 'eh', 'dtg', 'jam', 'sampe', 'jam', 'enam', 'lum', 'dtg', 'armadanyabener', 'mengecewakanbubar', 'tuh', 'po', 'rosalia', 'indah']",bener kecewa customerklo bikin layan nyaman buka usaha jasa transportasiistri mo purwokerto terminal serangdijanjikan agen jam berangkatnyampe terminal serang agen rosalianya bilang berangkat jam eh dtg jam sampe jam enam lum dtg armadanyabener mengecewakanbubar tuh po rosalia indah,Negatif
